Id,highlighted,text,ru_trans,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng
NkdzlHu6Ee23sf9L8yqfgA,град,Archaism: city.,,['archaism'],", Городнище большое, 
мощнеющий ",", в минуту пляски у меня мелькну",836,840,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],12. Заитильщина,12,ru,none,[],[]
5r6fHqycEe2ZoJcmEGR3rA,сгинула,Colloquial: to disappear.,,['register/style'],"жги и развей мои строчки.
  Как "," некогда Амзтарахан,
  Татарской",837,844,/div[1]/main[1]/article[1]/ul[1]/li[5],/div[1]/main[1]/article[1]/ul[1]/li[5],"18. Записка, посланная отдельной бутылкой",18,ru,none,[],[]
0QOuBKifEe2VTlu57NJc4A,"небольшой, но неуютной","Ironic: usually what is described as ""small"" is also said to be ""but comfortable"". Here it is ""small, but uncomfortable"". ",,['irony'],"а. Яков Ильич жил за 
Волгой, в "," казенной избе у края рамени, на",839,861,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16,ru,none,[],[]
09R_TMojEeyZcLs6iuKJZg,Your,"Capitalization of ""You"" and ""Your"" is used by the translator to signify the Russian formal register (*Vy*, rather than *ty*).",,['language'], Discords Beyond the Itil. With ," permission, I commence. Citizen",840,844,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[9],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[9],01. DISCORDS BEYOND THE ITIL,01,en,full,[],[]
IivHJJAkEe2PEjdDh4-y3Q,"В нашу гавань, говорит, заходили корабли, большие, говорю, 
корабли из океана, в таверне, говорит, веселились моряки и пили, 
говорю, за здоровье атамана","Ilya and Al'batrasov sing the famous sailing song ""To Our Harbor Ships Came."" Listen to a recording [here](https://www.youtube.com/watch?v=3uHMaeBEHjE). Read the lyrics [here](http://a-pesni.org/dvor/vnachugavan.php).",,"['intertextuality', 'music']","торого года? Рекомендуюсь 
и я. ",". Все это так, черноморец сказал",841,994,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],14. От Ильи Петрикеича,14,ru,none,[],[]
Ko9ezpvtEe2da0OudgGPzQ,проку,"Colloquial: sense, benefit, use.",,['register/style'],"те. Уж будет терзать.
  Что вам "," в охотнике бедном.
  Ведь и так",842,847,/div[1]/main[1]/article[1]/ul[1]/li[6],/div[1]/main[1]/article[1]/ul[1]/li[6],15. Журнал запойного,15,ru,none,[],[]
Q_dcXIz-Ee2hFAev6bWbOg,Балаболки,Colloquial: chatterbox.,,['register/style'],"одозревая об этом; и ни 
о чем. "," заслышались. Перекликались, но ",842,851,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13,ru,none,[],[]
XCrXdohPEe2uRvd5FLDEFw,алчба,"Literary: greed, thirst, hunger.",,['register/style'],"открылась, как рана, неутишимая "," по чистому, по незамутненной во",843,848,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[6],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[6],08. Заитильщина,08,ru,full,[],[]
LNZCVKDCEe2FCIt1AwUsAA,некогда,"Literary: once, at some point.",,['register/style'],"звей мои строчки.
  Как сгинула "," Амзтарахан,
  Татарской оравы с",845,852,/div[1]/main[1]/article[1]/ul[1]/li[5],/div[1]/main[1]/article[1]/ul[1]/li[5],"18. Записка, посланная отдельной бутылкой",18,ru,none,[],[]
1tlwkB_REe2XFtclFJRunQ,устатку,"Colloquial: fatigue, tiredness, weariness (same as усталость). Ostanin suggests this is a reference to Vladimir Vysotsky's 1971 song ""Police Protocol"": ""Я пил из горлышка, с устатку и не евши"" (""You bet: I drank from the bottle, hadn’t eaten, was too tired"") (49). Read the lyrics and an English translation [here](https://wysotsky.com/1033.htm?1968). Listen to the song [here](https://www.youtube.com/watch?v=bupKLAFfAOA).","Разговорное: усталость, изнеможение. Останин предполагает, что это отсылка к песне В. Высоцкого ""Милицейский протокол"" (1971): ""Я пил из горлышка, с устатку и не евши"" (Ostanin 49). Прочитать оригинал и английский перевод слов можно [здесь](https://wysotsky.com/1033.htm?1968). Послушать песню можно [здесь](https://www.youtube.com/watch?v=bupKLAFfAOA). ","['register/style', 'intertextuality', 'music']",утила взоры мигрень. Навещаем с , путейную тут питейную — лечимся,846,853,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],06. От Ильи Петрикеича,06,ru,none,[],[]
UJhixkfaEe2me6uOiklY5g,Сызранью,"A city in the Samara Oblast of Russia, located along the Volga River. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/b/b4/%D0%A1%D1%8B%D0%B7%D1%80%D0%B0%D0%BD%D1%8C_-_panoramio_%289%29.jpg)",,"['Russia', 'location']","й грязи где-то меж 
Конотопом и ", и чей портрет блистает отсутств,846,854,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],09. Картинки с выставки,09,ru,none,['https://upload.wikimedia.org/wikipedia/commons/b/b4/%D0%A1%D1%8B%D0%B7%D1%80%D0%B0%D0%BD%D1%8C_-_panoramio_%289%29.jpg'],['']
tPbU-mTvEe2HHmNfX26u1A,Старым веяла,"She smelled of ""oldness"".",,['explanatory'],"у со мной 
делила, старьевщица. "," пуще тебя, а я только в сока́
в",846,858,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10,ru,none,[],[]
1XaoYqtkEeytDKNGXFGdpA,сравнительно посторонний,"A slight contradiction in semantics (how can one be only ""relatively"" an outsider?). Everything is relative in the novel: time, place, identity. ",,"['character', 'language', 'structure', 'NT']","лых. 
Человек я для данных мест ",", но поскольку точильщик, постол",847,871,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[13],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,partial,[],[]
JpnObMGREeyaowfEp5CVfg,охотник,"Double meaning, very relevant from a thematic point of view for the plot: ochota = 1. hunting / 2. desire
двойное значение, тематически очень важно: 1. охота на зверей, 2. охота как желаниеElena Kravchenko also writes, ""The unsettling feeling, triggered by the man's intense gaze, overly articulate speech, and lapses into occasional withdrawals, is explained next day. He is deaf, and in order to hear and therefore speak, he needs to see and read the lips of his collocutor. By virtue of his link with Pasternak's hunter, Iakov can be associated with the visual aspect of language. It is also reflected in his artistic aspirations,
manifested in the 'picture gallery' of the prose section"" (*Reflections* 81).It is also interesting to notice that in Pasternak's novel 
this “young man” is the interlocutor with whom Zhivago converses while on the train: ""Once in the dark of the night, the interlocutor turns out to be deaf and, therefore, capable of sustaining a conversation solely by lip reading. This pivotal sequence in Pasternak’s novel unravels the theme of incommunicability, a topic that is of great interest to Sokolov too. By evoking the idea of the power of language and of its sound, which not everyone is capable of hearing, Sokolov once again stresses the redeeming sacredness of the word. After all, this seemingly epistolary second novel by Sokolov presents itself as a letter addressed to detective Pozhilykh by Ilya Zynzyrela (later discovered to be dead), in which the sender seeks justice for a wrongdoing. Thus, the writing offers a refuge and a redemption from (linear) time and death."" (Napolitano 2022: 88).",,"['language', 'intratextuality', 'symbol', 'intertextuality']","Пушкин
  
  Молодой человек был ",".
  Пастернак




      
    

 ",850,857,/div[1]/main[1]/article[1]/ul[1]/li[7],/div[1]/main[1]/article[1]/ul[1]/li[7],00. Эпиграф,00,ru,none,[],[]
QyonepvtEe2mIVPvy0T1Fw,охотнике,Yakov.,,['character'],"удет терзать.
  Что вам проку в "," бедном.
  Ведь и так на челе ег",850,858,/div[1]/main[1]/article[1]/ul[1]/li[6]/hypothesis-highlight[3],/div[1]/main[1]/article[1]/ul[1]/li[6]/hypothesis-highlight[3],15. Журнал запойного,15,ru,full,[],[]
UT4XjJ5EEe2ynnOfhcYzDA,охотнике бедном,"A play on Alexander Pushkin's 1829 poem ""The Poor Knight."" Read the original [here](https://ru.wikisource.org/wiki/%D0%96%D0%B8%D0%BB_%D0%BD%D0%B0_%D1%81%D0%B2%D0%B5%D1%82%D0%B5_%D1%80%D1%8B%D1%86%D0%B0%D1%80%D1%8C_%D0%B1%D0%B5%D0%B4%D0%BD%D1%8B%D0%B9_(%D0%9F%D1%83%D1%88%D0%BA%D0%B8%D0%BD)) and a translation [here](https://www.russianthroughpropaganda.com/poetry/pushkin-the-poor-knight).",,['intertextuality'],"удет терзать.
  Что вам проку в ",".
  Ведь и так на челе его бледн",850,865,/div[1]/main[1]/article[1]/ul[1]/li[6]/hypothesis-highlight[3]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/ul[1]/li[6],15. Журнал запойного,15,ru,partial,[],[]
TgXaDHu6Ee2lNh8xnbtRyg,пляски,"Dancing. This word is crucial to Sokolov's art. Chorea — a movement disorder belonging to the  dyskinesias group of neurological disorders. Its name comes from the Ancient Greek ""χορεία"" and was used to described the movements of those inflicted by the disease. Sokolov's first novel, *A School for Fools*, is dedicated to Vita Pliaskina, which refers to Sydenham's chorea (also known as ""St. Vitus's dance, пляска святого Вита in Russian). Watch a video [here](https://www.youtube.com/watch?v=wTCnbga3sqg).  Referred to several times in the novel (R171, 191, 205, 214, 215/E37, 74, 97, 113, 115).",,"['intratextuality', 'self-reference', 'intertextuality']","ьшое, 
мощнеющий град, в минуту "," у меня мелькнуло немножечко. 
И",851,857,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],12. Заитильщина,12,ru,none,[],[]
LYs6NgRrEe2paEsugBoJnw,потьмах,Dated: darkness.,Устаревшее: темнота.,['register/style'],овая не слишком фурычит в чужих ,", и лета мои не для птичьего зре",851,858,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы,04,ru,none,[],[]
fPHZyO2VEeyIOg9EWIc20Q,слюдяных,"Mica: Silicate minerals that may be divided into thin plates. They can resembles sheets of books, which corresponds with the preceding line in which the narrator mentions leaves/sheets. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/3/31/Mica_%286911818878%29.jpg) Also mentioned in Note XIII (R199/E88).","Слюды: группа минералов-алюмосиликатов, обладающих слоистой структурой. Могут напоминать страницы книги, что согласуется с упоминанием листа несколькими строками выше. Изображено ниже: 
![](https://upload.wikimedia.org/wikipedia/commons/3/31/Mica_%286911818878%29.jpg)

Также встречается в Записке XIII (R199/E88).","['explanatory', 'intratextuality']",еенья зимы меняться оттенкам ее , чешуйчатых крыльев. Житьбыть — ,853,861,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,['https://upload.wikimedia.org/wikipedia/commons/3/31/Mica_%286911818878%29.jpg'],['']
QIFBKKDCEe2X-q9dTUSbrA,Амзтарахан,"As Ostanin writes, ""Amztarakhan (more correct Ashtarakhan, Aztarakan) — the capital of the Astrakhanskii khanate, which arose during the disintegration of the Golden Horde, located not far from the Itil'"" (27). According to Boguslawski, ""old Tatar names of today's Astrakhan"" (""Annotations"" 236).",,"['explanatory', 'Russia', 'location']"," строчки.
  Как сгинула некогда ",",
  Татарской оравы столица;
  К",853,863,/div[1]/main[1]/article[1]/ul[1]/li[5],/div[1]/main[1]/article[1]/ul[1]/li[5],"18. Записка, посланная отдельной бутылкой",18,ru,none,[],[]
VU584KyVEe2rdS8nqJXo0w,залыбится,Derogatory: to smile in an annoying manner.,,['register/style'], памяти. То Аладдин Рахматуллин ," невзначай, то Угодников Коля не",854,863,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17,ru,none,[],[]
k-MdBComEe2WbR-obWhiag,кагоров,"A red wine produced with grapes from Cahors, France. Also mentioned in Note I (R164/E28). Alcohol theme.","Красное вино, изготавливаемое из винограда, выращенного в регионе Кагор (Каор) во Франции. Также упоминается в Записке I (R164/E28). Тема алкоголя.","['foreign', 'intratextuality', 'theme']"," унынья зане —
  Священную силу ","
  С бордовым осадком на дне.
  ",856,863,/div[1]/main[1]/article[1]/ul[1]/li[7],/div[1]/main[1]/article[1]/ul[1]/li[7],07. Записки охотника,07,ru,none,[],[]
Ll01Bk7iEe2i-P-6YqmvwA,пуще,"Colloquial: more than, worse than.",,['register/style'],"лила, старьевщица. Старым веяла "," тебя, а я только в сока́
входил",859,863,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10,ru,none,[],[]
u51KHMGQEeywE5te0_d_Wg,Пастернак,"Б. Пастернак, Доктор Живаго, часть 5, гл. 14
B. Pasternak, Doktor Zhivago, part 5, chapter 14",,['intertextuality']," Молодой человек был охотник.
  ","




      
    

    

    

  ",861,870,/div[1]/main[1]/article[1]/ul[1]/li[8]/em[1],/div[1]/main[1]/article[1]/ul[1]/li[8]/em[1],00. Эпиграф,00,ru,none,[],[]
GGTMPKihEe24e6efF__eaQ,казенной избе,"The expression ""kazyonnaia izba"" (the 'treasury' izba) is attested since 1578. It indicates a place where local inhabitants went to pay taxes under the Tsars' rule. The adjective ""kazyonny"" however could be here intended as both meaning ""governmental, belonging to the State,"" or as ""ordinary, commonplace.""",,"['explanatory', 'language', 'Russia']","олгой, в небольшой, но неуютной "," у края рамени, на 
заболоченном",862,875,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16,ru,none,[],[]
eWOQGKAOEe27w79UIwXcxg,невзначай,"Colloquial: accidentally, by chance, in passing, accidentally.",,['register/style'],о Аладдин Рахматуллин залыбится ,", то Угодников Коля ненавязчиво ",864,873,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17,ru,none,[],[]
eYC9HqDCEe2rFPvy87LrAA,Татарской,"A Tatar — a person from Tatarstan (now the Republic of Tatarstan), a speaker of a Tatar language. The Tatar Autonomous Soviet Socialist Republic was forcibly established in 1920 and lasted throughout the Soviet period.",,"['Russia', 'location']","к сгинула некогда Амзтарахан,
  "," оравы столица;
  Как вымрет ког",867,876,/div[1]/main[1]/article[1]/ul[1]/li[6],/div[1]/main[1]/article[1]/ul[1]/li[6],"18. Записка, посланная отдельной бутылкой",18,ru,none,[],[]
U79NjE8MEe2YqkMo0GLccw,блистает отсутствием,"Boguslawski notes that this expression is derived from Tacitus's *Annals*. It gained popularity in Russia thanks to Marie-Joseph de Chénier's *Tibre* (Tiber) (1819) (""Annotations"" 246).",,"['intertextuality', 'foreign', 'phraseologism']",отопом и Сызранью и чей портрет ," в экспозиции, принимает участие",869,889,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],09. Картинки с выставки,09,ru,none,[],[]
9WKZJuyAEeyWScfweunvvA,"поскольку точильщик, постольку точу ножи-ножницы",An example of Ilya's overly complex language in which he often explains things by means of their own definitions.,"Пример неоправданно усложненной манеры речи Ильи, в которой он часто объясняет вещи их же собственными определениями.",['language'],"ст сравнительно посторонний, но ",", и с панталыку меня 
вряд ли, п",876,924,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[]
VeundKDCEe2GdhdQUfmglQ,оравы,"Low: horde, gang.",,['register/style'],"некогда Амзтарахан,
  Татарской "," столица;
  Как вымрет когда-ниб",877,882,/div[1]/main[1]/article[1]/ul[1]/li[6],/div[1]/main[1]/article[1]/ul[1]/li[6],"18. Записка, посланная отдельной бутылкой",18,ru,none,[],[]
EI0xyB_SEe2fvNMqtSnqjg,лечимся,"That is, drinking. Alcohol theme.","То есть, выпивают. Тема алкоголя.",['theme'],устатку путейную тут питейную — ,". Ты 
куда теперь, Алфеева я спр",878,885,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],06. От Ильи Петрикеича,06,ru,none,[],[]
vSXfGKAOEe2oywtOcwrkKg,Угодников Коля,,,"['character', 'expand']","атуллин залыбится невзначай, то "," ненавязчиво подмигнет, то этот ",878,892,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17,ru,none,[],[]
QB4YXgg-Ee2OgKvao8hECA,птичьего зрения,"Not all birds can boast a sharp sight. Usually the parallel is made with the falcon's or eagle's eye (""sokolinoe / orlinoe zrenie""). Once again, birds in general play a role in Ilya's comprehension of his own reality. ","Не все птицы могут похвастаться острым зрением. Обычно проводится параллель к соколиному/орлиному зрению. В очередной раз, птицы в целом играют важную роль в восприятии реальности Ильей. ","['explanatory', 'symbol', 'motif']","ужих потьмах, и лета мои не для ",". Петру — что, он в полном поряд",878,893,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы,04,ru,none,[],[]
g-aldgK6Ee2-zJ_vnMmuYg,Мотылек шелкопряда,Silk moth. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/4/47/Pairedmoths.jpg) Animal motif.,,"['explanatory', 'NT', 'motif']","то прозрачней, чем кожа луны,
  "," непарного
  
    Вылетает на по",879,897,/div[1]/main[1]/article[1]/ul[1]/li[7],/div[1]/main[1]/article[1]/ul[1]/li[7],03. Записки запойного охотника,03,ru,none,['https://upload.wikimedia.org/wikipedia/commons/4/47/Pairedmoths.jpg'],['']
WXUqvk7iEe2miGcUHcRl1Q,в сока́,Set expression: in the prime of one's life.,,['phraseologism'],"рым веяла пуще тебя, а я только ","
входила, мне руки мои по летам ",881,888,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],10. Дзынзырэлы,10,ru,none,[],[]
hEkorP7PEeyi9ttky3TeAw,Житьбыть,должно быть жить-быть fixed where? in the final text?,,"['error', 'EC']",ее слюдяных чешуйчатых крыльев. , — пускай переливаются перламутр,882,890,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,[],[]
IYIi4J6tEe29ja9xNTdlTw,рамени,Dialectical: coniferous forest.,,['register/style'],о неуютной казенной избе у края ,", на 
заболоченном берегу, соста",883,889,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],16. Ловчая повесть,16,ru,none,[],[]
G1ExVDUIEe21pGNS5LhHdg,Препоясался,"Dated: to gird oneself, belt oneself, put on a belt.","Устаревшее: подпоясаться, надеть на себя пояс.",['register/style'],"чистому, по незамутненной воде. "," я чем попадя и пошел, выражаясь",884,895,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08,ru,none,[],[]
EfS4fjnlEe2iiLddz6u_3A,"Препоясался я чем попадя и пошел, выражаясь условно, на самую глубь, 
юля","In this section, Ilya blurs the lines and connections between the river/water and death.",В этом отрывке Илья стирает границы и связи между рекой/водой и смертью.,['theme'],"чистому, по незамутненной воде. ",. Что есть счастье и что есть не,884,957,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[8],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[10],08. Заитильщина,08,ru,full,[],[]
wlRrxqAOEe2TIaNBHruwDQ,Коля,Diminutive: Nikolai.,,['character'],"лыбится невзначай, то Угодников "," ненавязчиво подмигнет, то этот ",888,892,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[13],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[13],17. Последнее,17,ru,full,[],[]
sO2QkFFfEe2p7PfXwPg1Wg,экспозиции,That is (perhaps) the exposition that gives these chapters the title.,,"['explanatory', 'intratextuality']", портрет блистает отсутствием в ,", принимает участие в нашем геро",892,902,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],09. Картинки с выставки,09,ru,none,[],[]
XTtqboz-Ee2MbYtphKABhg,ибо,"Literary/archaism: because, for.",,"['archaism', 'register/style']"," Перекликались, но не аукались, "," 
шли вместе, сплоченной стаей. ",896,899,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13,ru,none,[],[]
78Np8sojEeyF-eevp9hWlA,relatively,"A slight contradiction in semantics (how can one be only ""relatively"" an outsider?). Everything is relative in the novel: time, place, identity.",,['language'],"e. Citizen Pozhilykh, I’m a man "," peripheral to these places, 
bu",898,908,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[]
MzhACjUIEe2xX1PcKGuOwQ,чем попадя,Set expression: with whatever comes to hand.,"Устойчивое выражение: чем попадется под руку, всем подряд.",['phraseologism'],замутненной воде. Препоясался я ," и пошел, выражаясь условно, на ",898,908,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],08. Заитильщина,08,ru,none,[],[]
Q7DZZpAkEe2lLjsUtOPjIQ,корабли,Ship motif.,,['motif'],"дили корабли, большие, говорю, 
"," из океана, в таверне, говорит, ",901,908,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[6],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[6],14. От Ильи Петрикеича,14,ru,full,[],[]
xzEdwjmLEe2R2q85Bl6A8g,баклашек,Low: a big bottle containing something alcoholic. Alcohol theme.,"Просторечное: больша бутылка, содержащая алкогольный напиток. Тема алкоголя. ","['register/style', 'theme']","рдовым осадком на дне.
  Немало "," хороших
  Сего дармового питья
",902,910,/div[1]/main[1]/article[1]/ul[1]/li[9],/div[1]/main[1]/article[1]/ul[1]/li[9],07. Записки охотника,07,ru,none,[],[]
PfCQdB_SEe2fvseSwhn5vg,Алфеева,"Iakov Alfeev (James, son of Alphaeus) was one of the Twelve Apostles. He is also known as James the Less, or ""the minor,"" ""the little,"" ""the lesser,"" ""the younger.""","Иаков Алфеев был одним из 12 апостолов. Он также известен как Иаков Младший, или Меньший.","['character', 'bible', 'intertextuality', 'religion']","ную — лечимся. Ты 
куда теперь, ", я спросил. Рассуждает: Россия-м,904,911,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],06. От Ильи Петрикеича,06,ru,none,[],[]
ftkb5FIgEe21J28e1Zx6tQ,принимает участие в нашем герое,"We would expect ""повествовании"" instead of ""герое"". This twist suggest the interconnections and multiple layers characters are ""built"" on.",,"['structure', 'character']","стает отсутствием в экспозиции, ",". Когда последний, по 
выражению",904,935,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],09. Картинки с выставки,09,ru,none,[],[]
FF191MokEeyO8ZNdA-mtmw,peripheral to these places,"1. Insignificant, unknown, unfamiliar to the setting and its inhabitants. Ilya as itinerant knife-grinder.
2. Setting along the Volga River, far from society.
3. Blurred spatial dimension of the novel.",,"['location', 'language']","Pozhilykh, I’m a man relatively ",", 
but since I’m a sharpener, he",909,935,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[]
gNSz6qDCEe2tTQ-uyEAnXA,таракан,Roach. Animal motif.,,['motif'],"лица;
  Как вымрет когда-нибудь ",",
  Что пасся у хана в косицах;
",918,925,/div[1]/main[1]/article[1]/ul[1]/li[7],/div[1]/main[1]/article[1]/ul[1]/li[7],"18. Записка, посланная отдельной бутылкой",18,ru,none,[],[]
LQ1CxqAPEe2pGyfjBapjBw,"этот долгий, который со 
слегой краденой и с нее же длиной",Pyotr/Fyodor/Yegor with his stolen beam upon which he hanged himself. See Note XXXI (R268/E208).,,"['intratextuality', 'character', 'explanatory']"," Коля ненавязчиво подмигнет, то ",", возникает — старуху заплаканну",919,977,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],17. Последнее,17,ru,none,[],[]
zLIxYComEe2DhEedPItZUw,Сего,Archaism: this.,Архаизм: этого.,"['archaism', 'register/style']","не.
  Немало баклашек хороших
  "," дармового питья
  Привозят они ",921,925,/div[1]/main[1]/article[1]/ul[1]/li[10],/div[1]/main[1]/article[1]/ul[1]/li[10],07. Записки охотника,07,ru,none,[],[]
pGn4qnu7Ee2cVx_gX_F8ag,есть-пошла,"An archaic verbal form from Old Church Slavonic. A reference to Nestor's *Primary Chronicle* and its opening lines: ""whence the Russian land?"" Read the original in OCS [here](https://studfile.net/preview/4199237/) and in Russian [here](http://www.hrono.info/dokum/1000dok/povest1.php) and an English translation [here](https://www.mgh-bibliothek.de/dokumente/a/a011458.pdf).",,"['intertextuality', 'Russia', 'archaism']",ействительно. Именно с того дня ," эта смутная Заитильщина, то ест",923,933,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],12. Заитильщина,12,ru,none,[],[]
Byf6HJ7hEe20tKO0BRC7rQ,стаей,Animal motif.,,['motif'],"сь, ибо 
шли вместе, сплоченной ",". Мойра, проводившая в палисадни",924,929,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],13. Картинки с выставки,13,ru,none,[],[]
5r_PvDmLEe2ufF9gnKs6OA,дармового,"Low: for free, received. Here possibly suggesting that it is cheap, low-cost.","Просторечное: бесплатное, подаренное. Здесь, возможно, употреблено в значении ""дешевый"", ""копеечный"".",['register/style']," Немало баклашек хороших
  Сего "," питья
  Привозят они по пороше
",926,935,/div[1]/main[1]/article[1]/ul[1]/li[10],/div[1]/main[1]/article[1]/ul[1]/li[10],07. Записки охотника,07,ru,none,[],[]
4--6-qtkEeyta-McuS3OFg,"с панталыку меня 
вряд ли, пожалуй, сбить","Set expression (""s pantalyku sbit'""): to confuse somebody.","Устойчивое выражение: запутать, привести в замешательство",['phraseologism']," постольку точу ножи-ножницы, и ",", пусть я с первого взгляда и со",928,969,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[]
dAYQXo9hEe2iYcu3qUbjEA,"Мойра, проводившая в палисаднике 
на скамейке свои перезрелые годы, тоже зачуяла голоса. Тогда она 
отложила спицы","An allusion to the Fates of Greek myth: Clotho (""spinner""), Lachesis (""allotter"") and Atropos (""the unturnable""). They were said to spin humankind's fate on looms.

",,"['intertextuality', 'foreign']"," 
шли вместе, сплоченной стаей. ",", которыми с утра ковыряла в уша",931,1045,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[9],13. Картинки с выставки,13,ru,partial,[],[]
2CgVUB_WEe2X9ec4WlNjuw,Павел,"Byblical reference (in School for fools, Pavel/Savl)","Библейская отсылка (в ""Школе для дураков"", Павел/Савл). ","['intertextuality', 'intratextuality', 'character', 'expand']","что, он в полном порядке, а вот ",", племяш его, озабочен, 
письмо ",935,940,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы,04,ru,none,[],[]
