Id,highlighted,text,ru_trans,tags,prefix,suffix,highlighted_html,suffix_html,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng,dog_sound
ppjQKtIxEe2DkmslOfQJjA,Заитильщина,"The title of Ilya's chapters derives from the Tatar name of the Volga river (Itil'), and recalls the Zadonshchina, an epic literary text (dated late 14th century) about the Battle of Kulikovo of 1380 (its title derives from the river Don). As ""the Zadonshchina shows the humanity of the Tatar troops and expresses genuine sympathy for a grief the Russian and Tatar alike could understand” (Halperin, *The Golden Horde *109), the Zaitil'shchina describes the diverse human universe by the Volga (Zavol'zhe), or Wolf river (Zavol'che) as it is called by paronomastic association between the terms Volga and ""volk"" (wolf). Andrei Zorin describes the setting of the novel in these terms: ""in the second novel, the directly named Zaitil'shchina, or Zavolzh'e, serves only as a symbol for a lost corner of the earth. The specific topographical realities here are deliberately scarce, and the historical ones are so thoroughly mixed up that it is absolutely impossible to reconcile the events described with any particular part of our century. And this desire of the writer for the ultimate universalization of time and space in his novel finds its most vivid expression in the role played in his artistic world by the painting of Pieter Bruegel the Elder"" (""Nasylaiushchii veter"" 252); ""The theme of physical damage in the novel becomes another embodiment of the Zaitil'shchina, a land where nothing is being built, produced, and only occasionally repaired, and more often it decays, becomes unusable, breaks and steals"" (""Nasylaiushchii veter"" 253). Vadim Kreid, titling his article ""Zaitil'shchina,"" describes the ""bezvremen'e"" (the absence of time) as the ""неизлечимая болезнь Заитильского бытия"" (incurable illness of life in Zavol'zhe), while he also points out a specific ""agnosticism"" typical of this fictional world, based on ""carelessness, inevitability of desolation, and nothingness (non-existence) as redemption"" (беспечность, неизбежность опустошения и небытие как избавление) (216-217).","Название главы Ильи происходит от татарского названия реки Волга (Итиль) и напоминает о Задонщине, эпическом литературном тексте (датированным поздним 14-м веком) о Куликовской битве 1380 года (его название происходит от названия реки Дон). Как ""Задонщина раскрывает гуманность татарских войск и выражает искреннее сочувствие к горю, понятному и русским, и татарам"" (Halperin, ""The Golden Horde"" 109), так и Затильщина описывает многообразный человеческий мир с помощью Волги (Заволжья) или Волчьей реки (Заволчье), обозначенный параносматической связью между словами ""Волга"" и ""волк"". А. Зорин описывает обстановку романа так: ""во втором романе, непосредственно названная Затильщина или Заволжье служит лишь символов затерянного уголка земли. Конкретные топографические реалии здесь нарочито скудны, а исторически так тщательно перемешаны, что совершенно невозможно соотнести описываемые события с каким0либо конкретным отрезком нашего века. И это стремление писателя к предельной универсализации времени и пространства в его романе находит свое наиболее яркое выражение в той роли, которую играет в его художественном мире картина Питера Брейгеля Старшего"" (""Nasylaiushchii veter"" 252); ""Тема физического ущерба в романе становится еще одним воплощением Затильщины, земли, где ничего не строится, не производится и лишь изредка ремонтируется, а чаще ветшает, приходит в негодность, ломается и крадется"" (""Nasylaiushchii veter"" 253). В. Крейд, называя свою статью ""Затильщиной"", описывает ""безвременье"" (отсутствие времени) как ""неизлечимая болезнь Затильского бытия"", отмея при этом специфический ""агностицизм, характерный этому вымышленному миру, основанном на ""беспечности, неизбежности опустошения и небытии как избавлении"" (216-217).","['setting', 'structure', 'symbol', 'Russia', 'intertextuality', 'location']"," 
      

      
        
  04. "," Дзындзырэлы
  
  Это Петр, грам",Заитильщина," Дзындзырэлы</h1>
  ",622,633,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],04. Заитильщина Дзындзырэлы,04,ru,none,[],[],False
PpCM5lidEe6I16Pwt3d2jg,Dzyndzyrela,"Again, Ilya's unusual last name, which is printed in more than ten different versions in the book. It carries allusions to Cinderella (see L. Toker's essay, ""Gamesman's Sketches (Found in a Bottle),"" CASS 21.3-4: 356). However, as Korovashko suggests, ""Ilya Petrikevich becomes a kind of Cinderella 'squared': if the latter lost only his shoe, he lost both his leg and the crutches that compensate for its absence"" (277).",,"['character', 'intertextuality']"," 
      

      
        
  04. ","’s Discords Beyond the Itil
  
 ",Dzyndzyrela,’s Discords Beyond the Itil</h1>,622,633,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],04. Dzyndzyrela’s Discords Beyond the Itil,04,en,none,[],[],False
GuoVDOQLEe2gQQ_tPcYuxg,Заитильщина,"The title of Ilya's chapters derives from the Tatar name of the Volga river (Itil'), and recalls the [Zadonshchina](http://www.drevne.ru/lib/zadon_s.htm), an epic literary text (dated late 14th century) about the Battle of Kulikovo of 1380 (its title derives from the river Don). As ""the Zadonshchina shows the humanity of the Tatar troops and expresses genuine sympathy for a grief the Russian and Tatar alike could understand” (Halperin, *The Golden Horde *109), the Zaitil'shchina describes the diverse human universe by the Volga (Zavol'zhe), or Wolf river (Zavol'che) as it is called by paronomastic association between the terms Volga and ""volk"" (wolf). Andrei Zorin describes the setting of the novel in these terms: ""in the second novel, the directly named Zaitil'shchina, or Zavolzh'e, serves only as a symbol for a lost corner of the earth. The specific topographical realities here are deliberately scarce, and the historical ones are so thoroughly mixed up that it is absolutely impossible to reconcile the events described with any particular part of our century. And this desire of the writer for the ultimate universalization of time and space in his novel finds its most vivid expression in the role played in his artistic world by the painting of Pieter Bruegel the Elder"" (""Nasylaiushchii veter"" 252); ""The theme of physical damage in the novel becomes another embodiment of the Zaitil'shchina, a land where nothing is being built, produced, and only occasionally repaired, and more often it decays, becomes unusable, breaks and steals"" (""Nasylaiushchii veter"" 253). Vadim Kreid, titling his article ""Zaitil'shchina,"" describes the ""bezvremen'e"" (the absence of time) as the ""неизлечимая болезнь Заитильского бытия"" (incurable illness of life in Zavol'zhe), while he also points out a specific ""agnosticism"" typical of this fictional world, based on ""carelessness, inevitability of desolation, and nothingness (non-existence) as redemption"" (беспечность, неизбежность опустошения и небытие как избавление) (216-217).","Название главы Ильи происходит от татарского названия реки Волга (Итиль) и напоминает о Задонщине, эпическом литературном тексте (датированным поздним 14-м веком) о Куликовской битве 1380 (его название происходит от названия реки Дон). Как ""Задонщина раскрывает гуманность татарских войск и выражает искреннее сочувствие к горю, понятному и русским, и татарам"" (Halperin, ""The Golden Horde"" 109), так и Затильщина описывает многообразный человеческий мир с помощью Волги (Заволжья) или Волчьей реки (Заволчье), обозначенный параносматической связью между словами ""Волга"" и ""волк"". А. Зорин описывает  обстановку романа так: ""во втором романе, непосредственно названная Затильщина или Заволжье служит лишь символов затерянного уголка земли. Конкретные топографические реалии здесь нарочито скудны, а исторически так тщательно перемешаны, что совершенно невозможно соотнести описываемые события с каким0либо конкретным отрезком нашего века. И это стремление писателя к предельной универсализации времени и пространства в его романе находит свое наиболее яркое выражение в той роли, которую играет в его художественном мире картина Питера Брейгеля Старшего"" (""Nasylaiushchii veter"" 252); ""Тема физического ущерба в романе становится еще одним воплощением Затильщины, земли, где ничего не строится, не производится и лишь изредка ремонтируется, а чаще ветшает, приходит в негодность, ломается и крадется"" (""Nasylaiushchii veter"" 253). В. Крейд, называя свою статью ""Затильщиной"", описывает ""безвременье"" (отсутствие времени) как ""неизлечимая болезнь Затильского бытия"", отмея при этом специфический ""агностицизм, характерный этому вымышленному миру, основанном на ""беспечности, неизбежности опустошения и небытии как избавлении"" (216-217).","['setting', 'structure', 'symbol', 'Russia', 'intertextuality', 'location']"," 
      

      
        
  08. ","
  
  Зачерпнул я, читайте, сиву",Заитильщина,"</h1>
  ",622,633,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],08. Заитильщина,08,ru,none,[],[],False
qyd86mOpEe6Pca_FOZrt1w,Dzynzyrella,"Another variation on Ilya's unusual last name, which is printed in more than ten different versions in the book. It carries allusions to Cinderella (see L. Toker's essay, ""Gamesman's Sketches (Found in a Bottle),"" CASS 21.3-4: 356). Since the beginning portion of the chapter is told by Orina, this could also be a plural form of Ilya's last name: ""the Dzynzyrelas."" However, as Korovashko suggests, ""Ilya Petrikevich becomes a kind of Cinderella 'squared': if the latter lost only his shoe, he lost both his leg and the crutches that compensate for its absence"" (277).",,"['character', 'intertextuality']"," 
      

      
        
  10. ","'s
  
  Well, she says, as a rul",Dzynzyrella,"'s</h1>
  ",622,633,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],10. Dzynzyrella's,10,en,none,[],[],False
Bzd-yPTDEe2qUd83315PLw,Заитильщина,"The title of Ilya's chapters derives from the Tatar name of the Volga river (Itil'), and recalls the *[Zadonshchina](http://www.drevne.ru/lib/zadon_s.htm)*, an epic literary text (dated late 14th century) about the Battle of Kulikovo of 1380 (its title derives from the river Don). As ""the Zadonshchina shows the humanity of the Tatar troops and expresses genuine sympathy for a grief the Russian and Tatar alike could understand” (Halperin, *The Golden Horde *109), the Zaitil'shchina describes the diverse human universe by the Volga (Zavol'zhe), or Wolf river (Zavol'che) as it is called by paronomastic association between the terms Volga and ""volk"" (wolf). Andrei Zorin describes the setting of the novel in these terms: ""in the second novel, the directly named Zaitil'shchina, or Zavolzh'e, serves only as a symbol for a lost corner of the earth. The specific topographical realities here are deliberately scarce, and the historical ones are so thoroughly mixed up that it is absolutely impossible to reconcile the events described with any particular part of our century. And this desire of the writer for the ultimate universalization of time and space in his novel finds its most vivid expression in the role played in his artistic world by the painting of Pieter Bruegel the Elder"" (""Nasylaiushchii veter"" 252); ""The theme of physical damage in the novel becomes another embodiment of the Zaitil'shchina, a land where nothing is being built, produced, and only occasionally repaired, and more often it decays, becomes unusable, breaks and steals"" (""Nasylaiushchii veter"" 253). Vadim Kreid, titling his article ""Zaitil'shchina,"" describes the ""bezvremen'e"" (the absence of time) as the ""неизлечимая болезнь Заитильского бытия"" (incurable illness of life in Zavol'zhe), while he also points out a specific ""agnosticism"" typical of this fictional world, based on ""carelessness, inevitability of desolation, and nothingness (non-existence) as redemption"" (беспечность, неизбежность опустошения и небытие как избавление) (216-217).","Название главы Ильи происходит от татарского названия реки Волга (Итиль) и напоминает о Задонщине, эпическом литературном тексте (датированным поздним 14-м веком) о Куликовской битве 1380 (его название происходит от названия реки Дон). Как ""Задонщина раскрывает гуманность татарских войск и выражает искреннее сочувствие к горю, понятному и русским, и татарам"" (Halperin, ""The Golden Horde"" 109), так и Затильщина описывает многообразный человеческий мир с помощью Волги (Заволжья) или Волчьей реки (Заволчье), обозначенный параносматической связью между словами ""Волга"" и ""волк"". А. Зорин описывает  обстановку романа так: ""во втором романе, непосредственно названная Затильщина или Заволжье служит лишь символов затерянного уголка земли. Конкретные топографические реалии здесь нарочито скудны, а исторически так тщательно перемешаны, что совершенно невозможно соотнести описываемые события с каким0либо конкретным отрезком нашего века. И это стремление писателя к предельной универсализации времени и пространства в его романе находит свое наиболее яркое выражение в той роли, которую играет в его художественном мире картина Питера Брейгеля Старшего"" (""Nasylaiushchii veter"" 252); ""Тема физического ущерба в романе становится еще одним воплощением Затильщины, земли, где ничего не строится, не производится и лишь изредка ремонтируется, а чаще ветшает, приходит в негодность, ломается и крадется"" (""Nasylaiushchii veter"" 253). В. Крейд, называя свою статью ""Затильщиной"", описывает ""безвременье"" (отсутствие времени) как ""неизлечимая болезнь Затильского бытия"", отмея при этом специфический ""агностицизм, характерный этому вымышленному миру, основанном на ""беспечности, неизбежности опустошения и небытии как избавлении"" (216-217).","['setting', 'structure', 'symbol', 'intertextuality', 'location', 'Russia']"," 
      

      
        
  12. ","
  
  Содвинулись все происшеств",Заитильщина,"</h1>
  ",622,633,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],12. Заитильщина,12,ru,none,[],[],False
m3kJiGs2Ee2gxudpH7JXAQ,Опять записки,"These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In this third section of Notes, the setting is spring.","Можно предположить, что эти стихотворные фрагменты написаны Яковом во время его годового пребывания на Волге; они разделены на части согласно временам года, однако, не конкретным сезонам, а межсезоньям. В этом третьем разделе ""Записок"", время действия — весна.","['time', 'explanatory']"," 
      

      
        
  11. ","
  
  Записка XIX

Портрет знако",Опять записки,"</h1>
  ",622,635,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],11. Опять записки,11,ru,partial,[],[],False
9fdT_ramEe2HXF8QtEH7_A,Ловчая повесть,"These chapters feature a “hybrid voice” (Desiatov, “Sistema sub”ektov” 85) and a third-person narrator, who is potentially Yakov writing in a style that is far more “standardized” than Ilya’s “semiliterate ramblings” (Johnson, “*Sokolov’s Between Dog and Wolf* and the Modernist Tradition” 212). The “lovchy” is the master of the hunt, more commonly known as “*Jägermeister*.” Sokolov himself worked as gamekeeper between May 1972 and November 1973 at a hunting estate located near [Bezborodovo](https://www.google.com/maps/place/Bezborodovo,+Tver+Oblast,+Russia,+171266/@56.579525,36.4408015,12z/data=!4m6!3m5!1s0x46b5cb242835d1ad:0xabad2cea6e8a9056!8m2!3d56.5870557!4d36.4902766!16s%2Fg%2F1235dh_lb?entry=ttu) in the Kalinin oblast (today Tver'). The *povest'* is a literary genre traditional in Russian literature, often translated as short novel or novella.","В данной главе присутствует ""гибридный голос""  (Desiatov, “Sistema sub”ektov” 85)  и повествование от третьего лица, которым, предположительно, является Яков, пишущий в стиле куда более ""стандартизированном"", чем ""полуграмотный бред"" Ильи (Johnson, “Sokolov’s 'Between Dog and Wolf' and the Modernist Tradition” 212). ""Ловчим"" называют организатора охоты, более известного как ""ягермейстер"" (Jägermeister). Сам Соколов работал егерем с мая 1972 по ноябрь 1973 в охотничьем хозяйстве, расположенном вблизи деревни [Безбородово ](https://www.google.com/maps/place/Bezborodovo,+Tver+Oblast,+Russia,+171266/@56.579525,36.4408015,12z/data=!4m6!3m5!1s0x46b5cb242835d1ad:0xabad2cea6e8a9056!8m2!3d56.5870557!4d36.4902766!16s%2Fg%2F1235dh_lb?entry=ttu) в Калининской области (ныне — Тверская). Повесть — литературный жанр, традиционный в русской литературе, иногда переводимый как короткий роман или новелла.

","['author', 'register/style', 'structure']"," 
      

      
        
  02. ","
  
  Жить; знать цену глубоким ",Ловчая повесть,"</h1>
  ",622,636,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],02. Ловчая повесть,02,ru,none,[],[],False
WlsyYNIyEe2Xxat3I5xzEA,Ловчая повесть,"These chapters featuring Yakov are relatively straightforward. The parodies and stylistic flourishes are diminished, at least until its concluding section. It is also markedly shorter. These chapters feature a “hybrid voice” (Desiatov, “Sistema sub”ektov” 85) and a third-person narrator, who is potentially Yakov writing in a style that is far more “standardized” than Ilya’s “semiliterate ramblings” (Johnson, “*Sokolov’s Between Dog and Wolf* and the Modernist Tradition” 212). The “lovchy” is the master of the hunt, more commonly known as “*Jägermeister*.” Sokolov himself worked as gamekeeper between May 1972 and November 1973 at a hunting estate located near [Bezborodovo](https://www.google.com/maps/place/Bezborodovo,+Tver+Oblast,+Russia,+171266/@56.579525,36.4408015,12z/data=!4m6!3m5!1s0x46b5cb242835d1ad:0xabad2cea6e8a9056!8m2!3d56.5870557!4d36.4902766!16s%2Fg%2F1235dh_lb?entry=ttu) in the Kalinin oblast (today Tver'). The *povest'* is a literary genre traditional in Russian literature, often translated as short novel or novella.",,"['author', 'register/style', 'structure']"," 
      

      
        
  05. ",", или картинки с выставки
  
  Я",Ловчая повесть,", или картинки с выставки</h1>
 ",622,636,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],"05. Ловчая повесть, или картинки с выставки",05,ru,full,[],[],False
p12Vrp_hEe23CI98arhQUg,Ловчая повесть,"Unlike other chapters concerning Yakov, this final one is relatively straightforward. The parodies and stylistic flourishes are diminished, at least until its concluding section. It is also markedly shorter. These chapters feature a “hybrid voice” (Desiatov, “Sistema sub”ektov” 85) and a third-person narrator, who is potentially Yakov writing in a style that is far more “standardized” than Ilya’s “semiliterate ramblings” (Johnson, “*Sokolov’s Between Dog and Wolf* and the Modernist Tradition” 212). The “lovchy” is the master of the hunt, more commonly known as “*Jägermeister*.” Sokolov himself worked as gamekeeper between May 1972 and November 1973 at a hunting estate located near [Bezborodovo](https://www.google.com/maps/place/Bezborodovo,+Tver+Oblast,+Russia,+171266/@56.579525,36.4408015,12z/data=!4m6!3m5!1s0x46b5cb242835d1ad:0xabad2cea6e8a9056!8m2!3d56.5870557!4d36.4902766!16s%2Fg%2F1235dh_lb?entry=ttu) in the Kalinin oblast (today Tver'). The *povest'* is a literary genre traditional in Russian literature, often translated as short novel or novella.","Это последняя глава, посвященная Якову. Относительно своих предшественниц она довольно прямолинейна: пародии и стилистические приемы в ней сведены к минимуму — по крайней мере, до заключения. Кроме того, эта глава заметно короче. Все части, связанные с Яковым, включают в себя ""гибридный голос"" (Desiatov, “Sistema sub”ektov” 85) и повествователя от третьего лица, которым, предположительно, и является Яков, пишущий в стиле куда более ""стандартизированном"", чем ""полуграмотный бред"" Ильи (Johnson, “Sokolov’s 'Between Dog and Wolf' and the Modernist Tradition” 212). ""Ловчим"" называют организатора охоты, более известного как ""ягермейстер"" (*Jägermeister*). Сам Соколов работал егерем с мая 1972 по ноябрь 1973 в охотничьем хозяйстве, расположенном вблизи деревни Безбородово в Калининской области (ныне — Тверская). Повесть — литературный жанр, традиционный в русской литературе, иногда переводимый как короткий роман или новелла. ","['explanatory', 'structure', 'register/style', 'author']"," 
      

      
        
  16. ","
  
  Так, пытаясь собраться с м",Ловчая повесть,"</h1>
  ",622,636,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],16. Ловчая повесть,16,ru,none,[],[],False
8yTPRGEeEe6VriM44wtfxA,Again the Notes,"These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In this third section of Notes, the setting is spring.",,"['time', 'explanatory']"," 
      

      
        
  11. ","
  
  Note XIX

Portrait of a Fa",Again the Notes,"</h1>
  ",622,637,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],11. Again the Notes,11,en,none,[],[],False
2u5YZiq9Ee2iqBvWcGVOHw,Записки охотника,"That is, Yakov. These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In this second collection of Notes, the setting is winter. Gerald Smith suggests that the ""idea of going to the country for the winter rather than the summer is a calculated reversal of the accepted routine of polite society, and a fundamental aspect of the novel's anti-'civilized' stance"" (""The Verse"" 325). In opposition to most critics, he also proposes that the Notes are composed by a ""controlling intelligence"" beyond the novel's main characters (""The Verse"" 326).","То есть, Яков. Можно предположить, что эти стихотворные фрагменты написаны Яковом во время его годового пребывания на Волге; они разделены на части согласно временам года, однако, не конкретным сезонам, а межсезоньям. Во вторых Записках время действия — зима. Дж. Смит предполагает, что ""идея ехать в деревню зимой, а не летом, умышленно противопоставляется общепринятому обычаю приличного общества и является фундаментальным аспектом анти-цивилизованной позиции романа"" (CASS, ""The Verse"", 325). Вопреки мнению большинства критиков, он также считает, что Записки созданы неким ""управляющим разумом"" за пределами круга главных героев романа (CASS, ""The Verse"", 326). ","['explanatory', 'time']"," 
      

      
        
  07. ","
  
  Записка X

По пороше


  Р",Записки охотника,"</h1>
  ",622,638,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/h1[1],07. Записки охотника,07,ru,partial,[],[],False
TX40LJ26Ee2S4l_dV_1wLg,Журнал запойного,"These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In this third section of Notes, the setting is late spring to late summer. The title of this chapter alludes to the portion of Mikhail Lermontov's 1839 novel *A Hero of Our Time* titled ""Pechorin's Journal."" Read the original [here](https://ilibrary.ru/text/12/p.4/index.html) and an English translation [here](https://www.gutenberg.org/cache/epub/913/pg913-images.html).","Предположительно, эти стихотворные отрывки были написаны Яковом во время его пребывания на Волге; они разделены на части в соответствии с временем года, которое, однако, является не конкретным сезоном, а межсезоньем. В третьем разделе Записок действие происходит между поздней весной и поздним летом. Название данной главы отсылает к ""Журналу Печорина"", подзаголовку второй части повести М. Ю. Лермонтова ""Герой нашего времени"" (1839). Ознакомиться с произведением можно [здесь](https://ilibrary.ru/text/12/p.4/index.html).","['intertextuality', 'time', 'structure', 'explanatory']"," 
      

      
        
  15. ","
  
  Записка XXVIII

Воробьиная",Журнал запойного,"</h1>
  ",622,638,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],15. Журнал запойного,15,ru,none,[],[],False
E_5BAlMSEe6LvMvZtKH-Nw,Notes of a Hunter,"That is, Yakov. These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In this second collection of Notes, the setting is winter. Gerald Smith suggests that the ""idea of going to the country for the winter rather than the summer is a calculated reversal of the accepted routine of polite society, and a fundamental aspect of the novel's anti-'civilized' stance"" (""The Verse"" 325). In opposition to most critics, he also proposes that the Notes are composed by a ""controlling intelligence"" beyond the novel's main characters (""The Verse"" 326).",,"['explanatory', 'time']"," 
      

      
        
  07. ","
  
  Note X

Over the First Pow",Notes of a Hunter,"</h1>
  ",622,639,/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/h1[1],07. Notes of a Hunter,07,en,partial,[],[],False
nmU4HlLgEe6PzgOcIoGtrQ,The Trapper's Tale,"These chapters feature a “hybrid voice” (Desiatov, “Sistema sub”ektov” 85) and a third-person narrator, who is potentially Yakov writing in a style that is far more “standardized” than Ilya’s “semiliterate ramblings” (Johnson, “*Sokolov’s Between Dog and Wolf* and the Modernist Tradition” 212). The “lovchy” is the master of the hunt, more commonly known as “*Jägermeister*.” Sokolov himself worked as gamekeeper between May 1972 and November 1973 at a hunting estate located near [Bezborodovo](https://www.google.com/maps/place/Bezborodovo,+Tver+Oblast,+Russia,+171266/@56.579525,36.4408015,12z/data=!4m6!3m5!1s0x46b5cb242835d1ad:0xabad2cea6e8a9056!8m2!3d56.5870557!4d36.4902766!16s%2Fg%2F1235dh_lb?entry=ttu) in the Kalinin oblast (today Tver'). The *povest'* is a literary genre traditional in Russian literature, often translated as short novel or novella.",,"['structure', 'author', 'register/style']"," 
      

      
        
  02. ","
  
  To live; to know the value",The Trapper's Tale,"</h1>
  ",622,640,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],02. The Trapper's Tale,02,en,none,[],[],False
ZKO92NIxEe2gQa84AwiP5w,От Ильи Петрикеича,"One more chapter written ""as if"" by Ilya in the book. Ilya's chapters are the 1st, 4th, 6th, 8th, 10th, 12th, 14th, 17th. ","Очередная глава, написанная ""как будто"" Ильей. Главы Ильи — 1, 4, 6, 8, 10, 12, 14, 17.","['structure', 'character']"," 
      

      
        
  06. ","
  
  Чем вокзал ожиданий шибает",От Ильи Петрикеича,"</h1>
  ",622,640,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],06. От Ильи Петрикеича,06,ru,none,[],[],False
qU0e2mZ4Ee6q-FNpO4cpBA,The Trapper's Tale,"Unlike other chapters concerning Yakov, this final one is relatively straightforward. The parodies and stylistic flourishes are diminished, at least until its concluding section. It is also markedly shorter. These chapters feature a “hybrid voice” (Desiatov, “Sistema sub”ektov” 85) and a third-person narrator, who is potentially Yakov writing in a style that is far more “standardized” than Ilya’s “semiliterate ramblings” (Johnson, “Sokolov’s *Between Dog and Wolf* and the Modernist Tradition” 212). The “lovchy” is the master of the hunt, more commonly known as “*Jägermeister*.” Sokolov himself worked as gamekeeper between May 1972 and November 1973 at a hunting estate located near [Bezborodovo](https://www.google.com/maps/place/Bezborodovo,+Tver+Oblast,+Russia,+171266/@56.579525,36.4408015,12z/data=!4m6!3m5!1s0x46b5cb242835d1ad:0xabad2cea6e8a9056!8m2!3d56.5870557!4d36.4902766!16s%2Fg%2F1235dh_lb?entry=ttu) in the Kalinin oblast (today Tver'). The povest' is a literary genre traditional in Russian literature, often translated as short novel or novella.",,"['explanatory', 'structure', 'author', 'register/style']"," 
      

      
        
  16. ","
  
  That is how, trying to col",The Trapper's Tale,"</h1>
  ",622,640,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],16. The Trapper's Tale,16,en,none,[],[],False
rTDJxkfYEe26H3vKFDqFgg,Картинки с выставки,"Such an ekphrastic title is borrowed from Modest Mussorgsky's famous suite of ten piano pieces, composed in 1874. If Mussorgsky's work intertwines music and pictorial art, in these chapters we see how visual art enters the written dimension of literature. Listen to a recording [here](https://www.youtube.com/watch?v=O31KPk5xnBg).","Такое экфрастическое название заимствовано у знаменитого цикла десяти фортепианных пьес, написанного М. Мусоргским в 1874 году. Если творение Мусорского объединяет музыку и живопись, то в последующих главах мы наблюдаем, как изобразительное искусство проникает в письменное измерение литературы. Послушать запись можно [здесь](https://www.youtube.com/watch?v=O31KPk5xnBg). ","['music', 'intertextuality', 'theme']"," 
      

      
        
  09. ","
  
  Друг семьи, разъездной чин",Картинки с выставки,"</h1>
  ",622,641,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],09. Картинки с выставки,09,ru,none,[],[],False
prQuwIz9Ee208tO3jQpMEw,Картинки с выставки,"Such an ekphrastic title is borrowed from Modest Mussorgsky's famous suite of ten piano pieces, composed in 1874. If Mussorgsky's work intertwines music and pictorial art, in these chapters we see how visual art enters the written dimension of literature. Listen to a recording [here](https://www.youtube.com/watch?v=O31KPk5xnBg).","Такое экфрастическое название заимствовано у знаменитого цикла десяти фортепианных пьес, написанного М. Мусоргским в 1874 году. Если творение Мусорского объединяет музыку и живопись, то в последующих главах мы наблюдаем, как изобразительное искусство проникает в письменное измерение литературы. Послушать запись можно [здесь](https://www.youtube.com/watch?v=O31KPk5xnBg).

","['music', 'intertextuality', 'theme']"," 
      

      
        
  13. ","
  
  Изморози — перейти. Курам ",Картинки с выставки,"</h1>
  ",622,641,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],13. Картинки с выставки,13,ru,none,[],[],False
F2eq9mK1Ee6l8O8H0geWbg,The Binger's Journal,"These verse segments are allegedly written by Yakov during his year on the Volga; they come divided in sections according to the time of the year, which is however never a specific season but a period between seasons. In this third section of Notes, the setting is late spring to late summer. The title of this chapter alludes to the portion of Mikhail Lermontov's 1839 novel *A Hero of Our Time* titled ""Pechorin's Journal."" Read the original [here](https://ilibrary.ru/text/12/p.4/index.html) and an English translation [here](https://www.gutenberg.org/cache/epub/913/pg913-images.html).",,"['intertextuality', 'structure', 'time', 'explanatory']"," 
      

      
        
  15. ","
  
  Note XXVIII

Sparrow Night",The Binger's Journal,"</h1>
  ",622,642,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],15. THE BINGER’S JOURNAL,15,en,none,[],[],False
