Id,highlighted,text,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter
CnyIyv-hEeyWwjcULYhh7Q,препогожий,Really good,['language'],"учанье удодовых дел
  В сей час "," похоже?
  Похоже, что кто-либо ",4391,4401,/div[1]/main[1]/article[1]/ul[4]/li[15],/div[1]/main[1]/article[1]/ul[4]/li[15],03. Записки запойного охотника
S-OpUv1cEeyNb_cnyzmf6Q,бразды,Archaism: reins,"['archaism', 'register/style']","орую ты не успел?
  
  Забросив "," просвещенья,
  В халате, чалме,",4509,4515,/div[1]/main[1]/article[1]/ul[4]/li[19],/div[1]/main[1]/article[1]/ul[4]/li[19],03. Записки запойного охотника
lh_BVP1cEey6UGdTqa3Syg,аксакал,"Male elders in parts of Central Asia. The term means ""white beard.""","['explanatory', 'foreign']","просвещенья,
  В халате, чалме, ",",
  Над самым глубоким ущельем,
",4548,4555,/div[1]/main[1]/article[1]/ul[4]/li[20],/div[1]/main[1]/article[1]/ul[4]/li[20],03. Записки запойного охотника
1MIDuP1cEeyHIeem7DN3xQ,акын,A Kyrgyz or Kazakh singer/poet who improvises their works. Watch a performance [here](https://www.youtube.com/watch?v=Ibkey4mFjbE).,['foreign']," весь движенье,
  
    Народный "," проскакал.
  
  Какая промозгла",4669,4673,/div[1]/main[1]/article[1]/ul[4]/li[24]/p[1],/div[1]/main[1]/article[1]/ul[4]/li[24]/p[1],03. Записки запойного охотника
P2nPwv1qEeyTy_v57-Byxg,Какая промозглая осень!,"As Boguslawski notes, this line references an untitled 1854 poem by Afanasy Fet: ""Какая холодная осень!"" (""What a cold autumn!"") (Boguslawski, ""Annotations"" 237). Read the poem and a translation [here](https://ruverses.com/afanasy-fet/what-a-cold-autumn/3937/).",['intertextuality'],"  Народный акын проскакал.
  
  ","
  Удоду теперь не дает
  Покою ",4690,4713,/div[1]/main[1]/article[1]/ul[4]/li[25],/div[1]/main[1]/article[1]/ul[4]/li[25],03. Записки запойного охотника
nKyaVv1mEeyMezcjsM-_Qw,промозглая,"Colloquial: cold and damp, inclement. The narrator uses the same word to describe Yakov's year at the end of chapter 2 (R163/E25).",['register/style'],"дный акын проскакал.
  
  Какая "," осень!
  Удоду теперь не дает
 ",4696,4706,/div[1]/main[1]/article[1]/ul[4]/li[25],/div[1]/main[1]/article[1]/ul[4]/li[25],03. Записки запойного охотника
rVlBQv1mEeycs3M6Qn49UA,Удоду,"The hoopoe appears several times throughout the novel, mostly in Yakov's poems (R167, 168, 169, 233, 236, 262, 280).",['intratextuality'],"
  
  Какая промозглая осень!
  "," теперь не дает
  Покою не то, ч",4716,4721,/div[1]/main[1]/article[1]/ul[4]/li[26],/div[1]/main[1]/article[1]/ul[4]/li[26],03. Записки запойного охотника
fwXp_v1qEeyMb-M_Ctj5YA,"Надень мою шаль и капот.
  
  ","Boguslawski further notes that this line borrows from the same Fet poem as in the first line of this stanza: ""Надень свою шаль и капот"" (""Put on your shawl and coat"") (Boguslawski, ""Annotations"" 237). Read the poem and a translation [here](https://ruverses.com/afanasy-fet/what-a-cold-autumn/3937/).",['intertextuality'],", что никто не попросит:
  
    ","Об эту-то пору точильщик,
  Точи",4829,4859,/div[1]/main[1]/article[1]/ul[4]/li[30]/p[1],/div[1]/main[1]/article[1]/ul[4]/li[31],03. Записки запойного охотника
1L3B_v1mEeyMffeVkV_A2Q,капот,Archaism: a woman's housecoat,"['archaism', 'register/style']","росит:
  
    Надень мою шаль и ",".
  
  Об эту-то пору точильщик,",4847,4852,/div[1]/main[1]/article[1]/ul[4]/li[30]/p[1],/div[1]/main[1]/article[1]/ul[4]/li[30]/p[1],03. Записки запойного охотника
-08Uiv1mEey7LYP0mOwiJA,мурло,"Low style/dialectical: ugly, snout",['register/style'],"ту-то пору точильщик,
  Точило, ",", обормот,
  Горюя, что он не мо",4895,4900,/div[1]/main[1]/article[1]/ul[4]/li[32],/div[1]/main[1]/article[1]/ul[4]/li[32],03. Записки запойного охотника
EO26vP1nEeyTwGOEdrUcYg,обормот,"Colloquial: blockhead, stupid person",['register/style'],"ору точильщик,
  Точило, мурло, ",",
  Горюя, что он не могильщик,
",4902,4909,/div[1]/main[1]/article[1]/ul[4]/li[32],/div[1]/main[1]/article[1]/ul[4]/li[32],03. Записки запойного охотника
CwQI0v1rEeyP03927O55iw,О родине что-то поет,"A line from the song ""Wanderer."" Read the lyrics, in Russian and English, [here](https://en.wikipedia.org/wiki/Po_dikim_stepyam_Zabaikalya). Listen to a recording [here](https://www.youtube.com/watch?v=xrenuYBSYDQ).",['intertextuality'],"бакенщик и не лудильщик,
  
    ",".
  
  Се жизнь: к инвалидному д",5011,5031,/div[1]/main[1]/article[1]/ul[4]/li[36]/p[1],/div[1]/main[1]/article[1]/ul[4]/li[36]/p[1],03. Записки запойного охотника
o0kqfP1nEeyymKuef0onXw,коим,Dated/poetic: which,['register/style'],"знь: к инвалидному дому,
  Пред "," зимою — каток,
  Удод подошел и",5075,5079,/div[1]/main[1]/article[1]/ul[4]/li[38],/div[1]/main[1]/article[1]/ul[4]/li[38],03. Записки запойного охотника
qyu9GP1nEeyO8PcTH4ErMQ,Удод,"The hoopoe appears several times throughout the novel, mostly in Yakov's poems (R167, 168, 169, 233, 236, 262, 280).",['intratextuality'],"у,
  Пред коим зимою — каток,
  "," подошел и хромому,
  Точней, од",5097,5101,/div[1]/main[1]/article[1]/ul[4]/li[39],/div[1]/main[1]/article[1]/ul[4]/li[39],03. Записки запойного охотника
x-5rxv1nEeyWa9ewg3WbOQ,одноногому гному,Ilya has lost a leg in an accident.,['explanatory'],"од подошел и хромому,
  Точней, ",",
  Горбатому, слепонемому,
  
 ",5131,5147,/div[1]/main[1]/article[1]/ul[4]/li[40],/div[1]/main[1]/article[1]/ul[4]/li[40],03. Записки запойного охотника
_p_wGP1nEeyOPWNopEWSwg,паче,"Archaism: even more so, more","['register/style', 'archaism']","о
  Чужая беда — не беда,
  Тем "," что неутолимы
  Печали фортуной",5273,5277,/div[1]/main[1]/article[1]/ul[4]/li[45],/div[1]/main[1]/article[1]/ul[4]/li[45],03. Записки запойного охотника
epJ_5P1rEeyZswPPVIBdJQ,солнцем палимы,"According to Boguslawski, a direct borrowing from Nikolai Nekrasov's 1858 poem ""Размышления у парадного подъезда"" (""Thoughts at the Vestibule"") (Boguslawski, ""Annotations"" 236). Read the poem—in Russian and in English—[here](http://max.mmlc.northwestern.edu/mdenner/Demo/texts/vestibule.htm).",['intertextuality'],"и фортуной гонимых,
  И если уж ",",
  
    Им ливень — как с гуся ",5331,5345,/div[1]/main[1]/article[1]/ul[4]/li[47]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/ul[4]/li[47]/hypothesis-highlight[1],03. Записки запойного охотника
0Z4hWP1rEeyMjk-UJZ8HZQ,как с гуся вода,Set expression: like water off a goose's [duck's] back. Total indifference to something.,['phraseologism'],"нцем палимы,
  
    Им ливень — ",".
  
  Темнеет; судьбою не рада,",5366,5381,/div[1]/main[1]/article[1]/ul[4]/li[48]/p[1],/div[1]/main[1]/article[1]/ul[4]/li[48]/p[1],03. Записки запойного охотника
FOsTsP1pEeyHYcc6VIrxkA,Горгоной,"Greek mythology. Three sisters (Stheno, Euryale, and Medusa) with snakes for hair who could transform those who saw them into stone.",['intertextuality'],"ет; судьбою не рада,
  Голодной "," вослед
  Глаголов угодливых ста",5425,5433,/div[1]/main[1]/article[1]/ul[4]/li[50],/div[1]/main[1]/article[1]/ul[4]/li[50],03. Записки запойного охотника
NOL1Av1pEeyReU-NWAx56Q,вослед,"Dated: the same as вслед — after, following ",['register/style'],"ою не рада,
  Голодной Горгоной ","
  Глаголов угодливых стаду
  Гл",5434,5440,/div[1]/main[1]/article[1]/ul[4]/li[50],/div[1]/main[1]/article[1]/ul[4]/li[50],03. Записки запойного охотника
r9yz6gK7Ee2eDc8x6UiT8A,угодливых ,"Излишне услужливый, стремящийся всем угодить",['explanatory'],"дной Горгоной вослед
  Глаголов ","стаду
  Глухая пора листопада
  ",5452,5462,/div[1]/main[1]/article[1]/ul[4]/li[51],/div[1]/main[1]/article[1]/ul[4]/li[51],03. Записки запойного охотника
sWWopv-hEeyrUeMSAr5YDw,ни складу ни ладу,Разговорное выражение: об отсутствии логики,['language'],"хая пора листопада
  Глядит — и ",",
  Ни собственно стада уж нет.
",5505,5522,/div[1]/main[1]/article[1]/ul[4]/li[53],/div[1]/main[1]/article[1]/ul[4]/li[53],03. Записки запойного охотника
d_Q_GgD6Ee27DjNlRro4Jg,"ладу,","Лад - одно из главных понятий русской музыкальной науки, центральное понятие в учении о гармонии. Музыка играет важную роль в творчестве С. Соколова.",['explanatory'],"опада
  Глядит — и ни складу ни ","
  Ни собственно стада уж нет.

",5518,5523,/div[1]/main[1]/article[1]/ul[4]/li[53]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/ul[4]/li[53],03. Записки запойного охотника
r44NPP1pEeyjXmt8PVnuyw,теплынь,Colloquial: warm weather,['register/style'],"ябрь


  Неужели октябрь? Такая ",".
  Ведь когда бы не мышь листоп",5602,5609,/div[1]/main[1]/article[1]/ul[5]/li[1],/div[1]/main[1]/article[1]/ul[5]/li[1],03. Записки запойного охотника
NdrfxgK8Ee2ib2NKYO6JYg,листопада,"По-хорватски листопад значит именно ""октябрь"". А по-украински, по-польски, по-чешски листопад - это ""ноябрь"".",['foreign'],"еплынь.
  Ведь когда бы не мышь ",",
  Можно было бы просто забыть ",5635,5644,/div[1]/main[1]/article[1]/ul[5]/li[2],/div[1]/main[1]/article[1]/ul[5]/li[2],03. Записки запойного охотника
zt_XGv1pEey7P0vUOaEPNw,никудали,"Neologism: никуда (nowhere) + даль (distance, horizon, expanse)",['neologism']," всем
  
    И часами глядеть в ",".
  
  
    И нюхать полынь.
  
",5711,5719,/div[1]/main[1]/article[1]/ul[5]/li[4]/p[1],/div[1]/main[1]/article[1]/ul[5]/li[4]/p[1],03. Записки запойного охотника
JxMVVv4EEeyX79sLLznzgQ,жить,See the beginning of chapter two (R158/E17).,['intratextuality'],"приходится действовать, надобно ",",
  О наличьи лучины заботиться,",5788,5792,/div[1]/main[1]/article[1]/ul[5]/li[6],/div[1]/main[1]/article[1]/ul[5]/li[6],03. Записки запойного охотника
Y85D-P4EEeyToStsHx2cAA,и́чиги,A Tatar light shoe with a soft toe. Also used by peoples of the Caucasus and Central Asia. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/5/5e/%D0%98%D1%87%D0%B8%D0%B3%D0%B8.jpg),['explanatory'],"чины заботиться,
  И приходится "," беличьи шить,
  
    Запасаться",5840,5846,/div[1]/main[1]/article[1]/ul[5]/li[8],/div[1]/main[1]/article[1]/ul[5]/li[8],03. Записки запойного охотника
hpzifP4EEey88P8IyfuZaw,шить,"Various characters sew in the novel. In Yakov's eighth poem, an oriole ""resews evening into night"" (R172/E39). Ilya sews slippers (R274/E219).",['intratextuality'],",
  И приходится и́чиги беличьи ",",
  
    Запасаться грибом и охо",5855,5859,/div[1]/main[1]/article[1]/ul[5]/li[8],/div[1]/main[1]/article[1]/ul[5]/li[8],03. Записки запойного охотника
u7Pcwv4EEeydNnuUEL5IBg,удода,"The hoopoe appears several times throughout the novel, mostly in Yakov's poems (R167, 168, 169, 233, 236, 262, 280).",['intratextuality'],"ицом,
  Вот он я, мне бы только "," наслушаться.
  Потрещи, покукуй",5989,5994,/div[1]/main[1]/article[1]/ul[5]/li[12],/div[1]/main[1]/article[1]/ul[5]/li[12],03. Записки запойного охотника
C2hcKv4FEey88heJdFWpYQ,Потрещи,Colloquial: stay for a bit,['register/style']," бы только удода наслушаться.
  ",", покукуй, потатуйка моя,
  
   ",6010,6017,/div[1]/main[1]/article[1]/ul[5]/li[13],/div[1]/main[1]/article[1]/ul[5]/li[13],03. Записки запойного охотника
4cMkmv4JEey8XEtFHBBTdw,потатуй,"Colloquial: an indulgent, compliant, obliging person",['register/style'],"аслушаться.
  Потрещи, покукуй, ","ка моя,
  
    Берендейка, пусто",6028,6035,/div[1]/main[1]/article[1]/ul[5]/li[13]/hypothesis-highlight[2],/div[1]/main[1]/article[1]/ul[5]/li[13]/hypothesis-highlight[2],03. Записки запойного охотника
FQY9EvyWEey2s5-q5jYKpw,потатуйка,"Same as удод (hoopoe). The hoopoe appears several times throughout the novel, mostly in Yakov's poems (R167, 168, 169, 233, 236, 262, 280).","['explanatory', 'intratextuality']","аслушаться.
  Потрещи, покукуй, "," моя,
  
    Берендейка, пусто́ш",6028,6037,/div[1]/main[1]/article[1]/ul[5]/li[13],/div[1]/main[1]/article[1]/ul[5]/li[13],03. Записки запойного охотника
gxKuGv4FEeymDLc9VBTnDQ,Берендейка,A belt-like object used to hold ammunition and other tools for guns. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/f/f6/Drevnosti_RG_v3_ill113_-_Berendeyka_Porohovnica.jpg),['explanatory']," покукуй, потатуйка моя,
  
    ",", пусто́шка, пустышечка.
  
  
 ",6050,6060,/div[1]/main[1]/article[1]/ul[5]/li[14]/p[1],/div[1]/main[1]/article[1]/ul[5]/li[14]/p[1],03. Записки запойного охотника
yIsGzP4FEey02-cGBA88hA,пусто́шка,"Same as удод (hoopoe). The hoopoe appears several times throughout the novel, mostly in Yakov's poems (R167, 168, 169, 233, 236, 262, 280). Also: the administrative center of Pustoshkinsky District in the Pskov Oblast.","['explanatory', 'intratextuality', 'Russia', 'location']","татуйка моя,
  
    Берендейка, ",", пустышечка.
  
  
    Непонятн",6062,6071,/div[1]/main[1]/article[1]/ul[5]/li[14]/p[1],/div[1]/main[1]/article[1]/ul[5]/li[14]/p[1],03. Записки запойного охотника
aBru1gK8Ee2ZXMsWoU7Eqg,м,There shouldn't be any space between this line and the following stanza!,[],"
  
  
    Непонятно куда и заче","
  
  Некто с бубном бредет пере",6116,6117,/div[1]/main[1]/article[1]/ul[5]/li[15]/p[1],/div[1]/main[1]/article[1]/ul[5]/li[15]/p[1],03. Записки запойного охотника
aD0p0gDEEe2RRn-tn_4H-w,бубном,"An instrument similar to the tambourine. The main difference is that some bubens have metal rings, plates, cymbals, or bells attached. Also mentioned in chapter 1 by Ilya (""брюзжи себе под дугою хоть до Валдай-пристани — литье бубенчиков"" [R150/E2]) and at the end of chapter 2 (""некто нетрезво бьет в бубен"" [R163/E25]). Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/5/5c/Ukr_folk_05.jpg)","['explanatory', 'intratextuality']","нятно куда и зачем
  
  Некто с "," бредет перелесками;
  Бурусклен",6131,6137,/div[1]/main[1]/article[1]/ul[5]/li[16],/div[1]/main[1]/article[1]/ul[5]/li[16],03. Записки запойного охотника
sZkujP4IEeyOmQfpQg78qQ,"Бурусклень, бересклет, бересдрень,
  
    Бересква, бредо́вник, будьдерево","Names for the plants *Euonymus europaens* and *Solanum dulcamara*. A reflection of the characters' various, shifting names.",['explanatory']," с бубном бредет перелесками;
  ",".
  
  Козьих ножек свеченьем,
 ",6160,6234,/div[1]/main[1]/article[1]/ul[5]/li[17],/div[1]/main[1]/article[1]/ul[5]/li[18]/p[1],03. Записки запойного охотника
xvB5aP4GEeyluwuuvQPjeQ,Козьих ножек,"A homemade *papirosa* (cigarette), rolled up in the form of a funnel and bent in half.",['explanatory'],"а, бредо́вник, будьдерево.
  
  "," свеченьем,
  Фрагментами бранны",6241,6253,/div[1]/main[1]/article[1]/ul[5]/li[19],/div[1]/main[1]/article[1]/ul[5]/li[19],03. Записки запойного охотника
e2-wmAK8Ee24glMRfgXUDA,"Частью речи, известной под именем кашель",Metaphoric description of the cough,['poetic device'],",
  Фрагментами бранных фраз,
  ",",
  И уключин кряхтеньем,
  Похо",6295,6335,/div[1]/main[1]/article[1]/ul[5]/li[21],/div[1]/main[1]/article[1]/ul[5]/li[21],03. Записки запойного охотника
DNuVAv4HEey9gzsZT8hFlA,уключин кряхтеньем,"Ilya mentions ""rowlocks crying"" in chapter 8 (R206/E105).",['intratextuality'],"звестной под именем кашель,
  И ",",
  Похожим на кряквы зов,
  
  ",6341,6359,/div[1]/main[1]/article[1]/ul[5]/li[22],/div[1]/main[1]/article[1]/ul[5]/li[22],03. Записки запойного охотника
KQLv0v4HEeyldHvetbMnhw,шобла,"Colloquial: gang, company, band",['register/style'],"кряквы зов,
  
    Приближается "," волшебных стрелков.
  
  Начина",6406,6411,/div[1]/main[1]/article[1]/ul[5]/li[24]/p[1],/div[1]/main[1]/article[1]/ul[5]/li[24]/p[1],03. Записки запойного охотника
QAofrv4KEey8XfvJEkwGFw,волшебных стрелков,"A reference to the Russian translation (""Волшебный стрелок"") of the opera *Der Freischütz* by Carl Maria von Weber. Watch a performance (with English subtitles) [here](https://www.youtube.com/watch?v=sjoxXY62jq4).","['foreign', 'Russia', 'intertextuality']"," зов,
  
    Приближается шобла ",".
  
  Начинается.


Записка VI
",6412,6430,/div[1]/main[1]/article[1]/ul[5]/li[24]/p[1],/div[1]/main[1]/article[1]/ul[5]/li[24]/p[1],03. Записки запойного охотника
k4Ja5v4HEey04atKuAS2TA,Падеспанец,"The ""Pas D'Espaigne"" is a famous ballroom piece in 3/4 time that draws from Spanish dance. Written by the Russian ballet dancer Alexander Tsarman. Watch a performance [here](https://www.youtube.com/watch?v=Af2b1ySzXxE).","['Russia', 'foreign', 'intertextuality']","
  
  Начинается.


Записка VI

","

(Воспоминанье о городе)


  Му",6463,6473,/div[1]/main[1]/article[1]/h3[6],/div[1]/main[1]/article[1]/h3[6],03. Записки запойного охотника
8gGijv4HEeydRO_rS6q9WQ,Моцáрта,"Wolfgang Amadeus Mozart (1756–1791) — composer born in Salzburg. Before dying at 35, he wrote more than 800 varied works. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/4/47/Croce-Mozart-Detail.jpg)","['intertextuality', 'foreign']","поминанье о городе)


  Музы́ка "," звучала
  Однажды в саду городс",6511,6518,/div[1]/main[1]/article[1]/ul[6]/li[1],/div[1]/main[1]/article[1]/ul[6]/li[1],03. Записки запойного охотника
h9_MWgD1Ee2yoGvcaCRZXA,"звучала
  Однажды в саду городском","In ""A school for fools"" an orchestra plays in the grass and their music is carried by the wind (ch. 1)",['intertextuality'],"е о городе)


  Музы́ка Моцáрта ",",
  Там дама беспечно скучала
  ",6519,6553,/div[1]/main[1]/article[1]/ul[6]/li[1],/div[1]/main[1]/article[1]/ul[6]/li[2],03. Записки запойного охотника
v6wvgAD0Ee2Yc4dtOweqCg,Там дама беспечно скучала,"A possible reference to this passage from D. Eremin's ""Pered pryzhkom"": ""Жена мужа в Рязань провожала, / говорила ему — «не скучай», / а сама с казачком танцевала /падеспань, падеспань, падеспань""",['intertextuality'],"а
  Однажды в саду городском,
  ","
  Пока неизвестно по ком.
  Сре",6557,6582,/div[1]/main[1]/article[1]/ul[6]/li[3],/div[1]/main[1]/article[1]/ul[6]/li[3],03. Записки запойного охотника
5LQbMv75Eey_dQ98M83-Cg,ком,Dated/poetic: which,['register/style'],"но скучала
  Пока неизвестно по ",".
  Среди молодых оркестрантов
 ",6604,6607,/div[1]/main[1]/article[1]/ul[6]/li[4],/div[1]/main[1]/article[1]/ul[6]/li[4],03. Записки запойного охотника
2jZdBP4KEey1ElNeIiw-0A,проезжий корнет,"According to Ostanin, a reference to Nikolai Nekrasov's 1846 poem ""The Troika"": ""Загляделся проезжий корнет"" (Ostanin 32). Read the original poem [here](https://www.culture.ru/poems/39562/troika). Read an English translation [here](https://www.sunbirds.com/texts/themes/1228).",['intertextuality'],"молодых оркестрантов
  Крутился ",",
  Ее он в буфет ресторанта
  П",6649,6664,/div[1]/main[1]/article[1]/ul[6]/li[6],/div[1]/main[1]/article[1]/ul[6]/li[6],03. Записки запойного охотника
i71UcP4KEeyJm0_Mz3lkOQ,т,"French spelling of ресторан (restaraunt)This spelling may be chosen to stress the alliteration of the ""t"" sound in these two lines (bufet, posidet', tete-a-tete)","['foreign', 'sound']","корнет,
  Ее он в буфет ресторан","а
  Пригласил посидеть tête-à-tê",6690,6691,/div[1]/main[1]/article[1]/ul[6]/li[7],/div[1]/main[1]/article[1]/ul[6]/li[7],03. Записки запойного охотника
ICNBGP4IEey8WFv0y_pT2g,tête-à-tête,"French: head-to-head, in private, face-to-face",['foreign'],"ресторанта
  Пригласил посидеть ",".
  Падеспанец хорошенький танец",6714,6725,/div[1]/main[1]/article[1]/ul[6]/li[8],/div[1]/main[1]/article[1]/ul[6]/li[8],03. Записки запойного охотника
NuQdoP4IEeyTrts18LYq4Q,Падеспанец,"The ""Pas D'Espaigne"" is a famous ballroom piece in 3/4 time that draws from Spanish dance. Written by the Russian ballet dancer Alexander Tsarman. Watch a performance [here](https://www.youtube.com/watch?v=Af2b1ySzXxE).","['foreign', 'Russia', 'intertextuality']","игласил посидеть tête-à-tête.
  "," хорошенький танец,
  Его очень ",6729,6739,/div[1]/main[1]/article[1]/ul[6]/li[9],/div[1]/main[1]/article[1]/ul[6]/li[9],03. Записки запойного охотника
nnngwP4JEey1DncPK7ivtw,"Падеспанец хорошенький танец,
  Его очень легко танцевать:
  Два шага вперед, два шага назад,
  Первернуться и снова начать.","Not unlike *Between Dog and Wolf* itself: movement and comprehension in one direction, then a spiral back to some other state of affairs with repetitions. Four lines taken directly from the ""Pas D'Espaigne,"" a famous ballroom piece in 3/4 time that draws from Spanish dance. Written by the Russian ballet dancer Alexander Tsarman. Watch a performance [here](https://www.youtube.com/watch?v=Af2b1ySzXxE).","['foreign', 'Russia', 'intertextuality', 'structure', 'self-reference']","игласил посидеть tête-à-tête.
  ","
  А вечером, после тех танцев,
",6729,6853,/div[1]/main[1]/article[1]/ul[6]/li[9]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/ul[6]/li[12]/hypothesis-highlight[1],03. Записки запойного охотника
Xz6uWv4IEey9O_Min6UNbA,испанцем,,['foreign'],"еданный друг,
  Он ей показался ",",
  И лицо ее вспыхнуло вдруг.
 ",6936,6944,/div[1]/main[1]/article[1]/ul[6]/li[15],/div[1]/main[1]/article[1]/ul[6]/li[15],03. Записки запойного охотника
AJUuCP4LEey9BJNOwUbL1g,И лицо ее вспыхнуло вдруг,"According to Ostanin, a reference to Nikolai Nekrasov's 1846 poem ""The Troika"": ""Всё лицо твоё вспыхнуло вдруг"" (Ostanin 32). Read the original poem [here](https://www.culture.ru/poems/39562/troika). Read an English translation [here](https://www.sunbirds.com/texts/themes/1228).",['intertextuality'],",
  Он ей показался испанцем,
  ",".
  А утром оркестр до причала
 ",6948,6973,/div[1]/main[1]/article[1]/ul[6]/li[16],/div[1]/main[1]/article[1]/ul[6]/li[16],03. Записки запойного охотника
aXmnEv4IEeydRsfsAfLeog,Моцáрта,"Wolfgang Amadeus Mozart (1756–1791) — composer born in Salzburg. Before dying at 35, he wrote more than 800 varied works. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/4/47/Croce-Mozart-Detail.jpg)","['intertextuality', 'foreign']"," Музы́ка с тех пор не звучала
  "," в саду городском.


Записка VII",7062,7069,/div[1]/main[1]/article[1]/ul[6]/li[20],/div[1]/main[1]/article[1]/ul[6]/li[20],03. Записки запойного охотника
qXYdLAD3Ee2QxVcPA6eoBA,ноябре,"The first chapters of the novel frequently mention fall-winter months and settings (snow, ice, etc.), while later on spring and summer will substitute them",['time'],"Записка VII

Почтовые хлопоты в "," месяце


  Все отлетело: и лист",7122,7128,/div[1]/main[1]/article[1]/h3[7],/div[1]/main[1]/article[1]/h3[7],03. Записки запойного охотника
hGmysv77EeyW_vdM4fLMxA,"час, обреченный хорее","As Boguslawski notes, the reference to chorea here is suggestive of ""the time of day when the air flickers and shivers, making things blurry and difficult to identify"" (Boguslawski, ""Annotations"" 237).

","['explanatory', 'time']","дом к сиротской зиме
  Близится ",",
  
    Брат ненаглядный суме д",7350,7371,/div[1]/main[1]/article[1]/ul[7]/li[7],/div[1]/main[1]/article[1]/ul[7]/li[7]/hypothesis-highlight[1],03. Записки запойного охотника
m-VeUP72Eeyh9gfE9Ecz5A,хорее,"Chorea — a movement disorder belonging to the  dyskinesias group of neurological disorders. Its name comes from the Ancient Greek ""χορεία"" and was used to described the movements of those inflicted by the disease. Sokolov's first novel, *A School for Fools*, is dedicated to Vita Plyaskina, which refers to Sydenham's chorea (also known as ""St. Vitus's dance, пляска святого Вита in Russian). Watch a video [here](https://www.youtube.com/watch?v=wTCnbga3sqg).","['self-reference', 'explanatory']","зиме
  Близится час, обреченный ",",
  
    Брат ненаглядный суме д",7366,7371,/div[1]/main[1]/article[1]/ul[7]/li[7],/div[1]/main[1]/article[1]/ul[7]/li[7],03. Записки запойного охотника
3RGMlv72Eey--5c8mue8uw,суме да тюрьме,"A reference to the saying ""от сумы да тюрьмы не зарекайся"" (meaning, no one is immune from prison or poverty).",['phraseologism']," хорее,
  
    Брат ненаглядный ",".
  
  Надо в связи с этим вя́за",7397,7411,/div[1]/main[1]/article[1]/ul[7]/li[8]/p[1],/div[1]/main[1]/article[1]/ul[7]/li[8]/p[1],03. Записки запойного охотника
_JfYDv72EeygVNO1Iz1mvQ,вя́занку,The stress normally falls on the second syllable.,[],"юрьме.
  
  Надо в связи с этим "," писем,
  Или же пуще того — тел",7438,7446,/div[1]/main[1]/article[1]/ul[7]/li[9],/div[1]/main[1]/article[1]/ul[7]/li[9],03. Записки запойного охотника
GcCxlP73EeypHSvsavTFFQ,аз есмь,Archaism from Church Slavonic: I am.,"['archaism', 'register/style']","
  Связку отправить. Два слова: ",".
  
    Без промедленья. По все",7516,7523,/div[1]/main[1]/article[1]/ul[7]/li[11],/div[1]/main[1]/article[1]/ul[7]/li[11],03. Записки запойного охотника
-xuFagK8Ee2Q24fK6zRF3Q,Пока телеграфные зришь провода,"It reminds (me) Tsvetaeva's poem""Provoda"": https://ilibrary.ru/text/3016/p.1/index.html ",['intertextuality'],"адо отправить, пока не вечер,
  ",":
  Аз есмь, пока не затеплились",7604,7634,/div[1]/main[1]/article[1]/ul[7]/li[14],/div[1]/main[1]/article[1]/ul[7]/li[14],03. Записки запойного охотника
PMfMVP73EeypHp-jKbOpzQ,Аз есмь,Archaism from Church Slavonic: I am.,"['archaism', 'register/style']","ка телеграфные зришь провода:
  ",", пока не затеплились свечи,
  
",7638,7645,/div[1]/main[1]/article[1]/ul[7]/li[15],/div[1]/main[1]/article[1]/ul[7]/li[15],03. Записки запойного охотника
uphLFgD8Ee2kIuN_uJEcVQ,врат,"Archaism for ""vorotа"" (gate, here city gate).","['language', 'archaism']","ь свечи,
  
    Пока не заперли "," города.
  
  Надо отправить. Но",7697,7701,/div[1]/main[1]/article[1]/ul[7]/li[16]/p[1],/div[1]/main[1]/article[1]/ul[7]/li[16]/p[1],03. Записки запойного охотника
kpPzjv77Eeyb3M9N0Gi0UA,Сумерки,"Again, twilight — the central metaphor and time of the novel.",['time'],"до отправить. Но где чернила?
  ",", что ли, впитали их?
  Аз есмь!",7749,7756,/div[1]/main[1]/article[1]/ul[7]/li[18],/div[1]/main[1]/article[1]/ul[7]/li[18],03. Записки запойного охотника
fJDKFv73Eey_d_fZH4RG8w,Аз есмь,Archaism from Church Slavonic: I am.,"['register/style', 'archaism']"," Сумерки, что ли, впитали их?
  ","! А если китайцам, в Манилу:
  
",7780,7787,/div[1]/main[1]/article[1]/ul[7]/li[19],/div[1]/main[1]/article[1]/ul[7]/li[19],03. Записки запойного охотника
ve7Zdv73EeyozYsVjZLunQ,китайцам,,['foreign'],", впитали их?
  Аз есмь! А если ",", в Манилу:
  
    Есмь аз? — пр",7796,7804,/div[1]/main[1]/article[1]/ul[7]/li[19],/div[1]/main[1]/article[1]/ul[7]/li[19],03. Записки запойного охотника
