Id,highlighted,text,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter
quDT5Mo_Eey3QXv_z9H4XA,krambambuli,"An alcoholic drink typically made with red wine and other liquors such as gin, vodka, or rum. Made famous in Russia by Nikoal Iazykov's translation of Christoph Friedrich Wedekind's song ""Kraumbambuli.""",['explanatory'],", they asked nevertheless. What ",", Fyodor, enraged, surprised the",19319,19330,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. DISCORDS BEYOND THE ITIL
8loW6so_Eey1rodObpK1dA,You,"Capitalization of ""You"" and ""Your"" is used by the translator to signify the Russian formal register (Vy, rather than ty).","['explanatory', 'language']"," concerned, my dear Pozhilykh, 
"," can depend on me, the one who o",19854,19857,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. DISCORDS BEYOND THE ITIL
FD_qMspAEeyhEH9UUX5x7g,"once suffered a crash at a 
high speed",One of the explanations eventually given for Ilya's missing leg is that he fell under a train while attempting to hop onboard.,['explanatory'],"u can depend on me, the one who ",". It did not work out for you, I",19888,19926,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. DISCORDS BEYOND THE ITIL
0q5Lhso_EeyOKS-GLIrwcQ,l,Ilya's surname has gained another l.,['character']," work out for you, Ilya Zynzyrel","a, you 
got deformed, warped lik",19970,19971,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. DISCORDS BEYOND THE ITIL
wudNCspAEeysrFOr79UmFg,leaf-slayer,A mighty wind that tears leaves from trees.,['language'],"necessities through the entire 
",", and then—when I looked more ca",21838,21849,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. DISCORDS BEYOND THE ITIL
nXETdspAEey5jO8QgbEWTg,tongue,"The male and female characters are constantly tempting one another. They are furthermore associated with animal and bodily imagery that frequently intertwined. ""Tongue,"" of course, also refers to Orina's *language*.",['explanatory'],e shrewdly reins me in with her ,". 
On the rails, she stretches t",22397,22403,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. DISCORDS BEYOND THE ITIL
Gb93nMpBEeycTt8C1xy9HA,semafors,"Mispelling: semaphores. An ""appratus for signalling."" From the Greek *sema* (sign, signal) and *phoros* (bearer). Used to transmit signals over a distance as for railway traffic. Orina works at a railway station. The railway is a key motif in Sokolov's art.",['symbols'],he choochoo switch with various , and clever whatchamacallits lik,24820,24828,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. DISCORDS BEYOND THE ITIL
MphJzspBEeyNI0f1RcKwfg,unfatomable,Misspelling: unfathomable,"['language', 'explanatory']",rought out of the blue a muddle ," to any 
mind. But right now, I ",25146,25157,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. DISCORDS BEYOND THE ITIL
Mm_MCMpEEeyfilu9TpZA-Q,What and what—such an annoyin whatter,"Sokolov has written about his desire to avoid the ""what"" in literature,"" opting for the ""how"": “In the milieu from which I come […] the traditions of so-called art-for-art’s sake are still alive. I am using here the expression so-called because by definition art is always for its own sake […] Forgive me for being so insistent, but art should be beautiful. And prose – should be refined and superior like poetry. […] Show me your how – a pass to truth, and take away what; I will find what myself.” (Sokolov, “The Key Word of Belles-Lettres, In the House of the Hanged, 28-29)",['self-reference'],"e like mother-in-law’s 
tongue? ",", you’re 
nothin but trouble. My",28000,28037,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. DISCORDS BEYOND THE ITIL
Qkk5PspEEey6fxOvKJqHeQ,Ilyusha,Diminutive form of Ilya,"['explanatory', 'character']","And she says: Upon examination, "," from Gorodnishchi, I don’t begr",28489,28496,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. DISCORDS BEYOND THE ITIL
UHo4tMpEEeyK6A_o7tm4aA,Gorodnishchi,Another spelling of Gorodnishche,['location']," Upon examination, Ilyusha from ",", I don’t begrudge you nothin; f",28502,28514,/div[1]/main[1]/article[1]/p[2],/div[1]/main[1]/article[1]/p[2],01. DISCORDS BEYOND THE ITIL
